Date-Time,Open,High,Low,Close,Volume
2006-01-03T08:00:00Z,96.66,96.66,96.66,96.66,200.0
2006-01-03T10:30:00Z,96.65,96.65,96.65,96.65,60.0
2006-01-04T11:45:00Z,96.735,96.735,96.735,96.735,200.0
2006-01-04T14:15:00Z,96.73,96.73,96.73,96.73,200.0
2006-01-10T16:30:00Z,96.75,96.75,96.75,96.75,77.0
2006-01-12T09:30:00Z,96.715,96.715,96.715,96.715,200.0
2006-01-12T15:45:00Z,96.765,96.765,96.765,96.765,400.0
2006-01-13T09:45:00Z,96.77,96.77,96.77,96.77,4.0
2006-01-13T10:15:00Z,96.77,96.77,96.72,96.72,4.0
2006-01-13T16:15:00Z,96.73,96.73,96.73,96.73,15.0
2006-01-19T13:00:00Z,96.68,96.68,96.68,96.68,528.0
2006-01-19T13:15:00Z,96.675,96.675,96.675,96.675,200.0
2006-01-20T14:30:00Z,96.67,96.67,96.67,96.67,108.0
2006-01-23T08:45:00Z,96.65,96.65,96.65,96.65,200.0
2006-01-23T11:00:00Z,96.64,96.64,96.64,96.64,200.0
2006-01-24T12:00:00Z,96.615,96.615,96.615,96.615,24.0
2006-01-26T09:00:00Z,96.55,96.55,96.55,96.55,200.0
2006-01-26T09:15:00Z,96.555,96.555,96.555,96.555,200.0
2006-01-26T09:30:00Z,96.555,96.555,96.555,96.555,100.0
2006-01-26T09:45:00Z,96.55,96.55,96.55,96.55,200.0
2006-01-26T17:30:00Z,96.485,96.485,96.485,96.485,2.0
2006-01-27T11:15:00Z,96.515,96.515,96.515,96.515,60.0
2006-01-27T15:00:00Z,96.515,96.515,96.515,96.515,4.0
2006-01-30T11:00:00Z,96.455,96.455,96.455,96.455,30.0
2006-01-31T14:30:00Z,96.505,96.505,96.505,96.505,2.0
2006-01-31T16:00:00Z,96.49,96.515,96.49,96.515,768.0
2006-02-01T10:45:00Z,96.53,96.53,96.53,96.53,40.0
2006-02-02T12:45:00Z,96.455,96.455,96.455,96.455,30.0
2006-02-07T12:00:00Z,96.5,96.5,96.5,96.5,16.0
2006-02-09T14:15:00Z,96.445,96.445,96.445,96.445,200.0
2006-02-10T17:15:00Z,96.485,96.485,96.485,96.485,150.0
2006-02-13T09:30:00Z,96.485,96.485,96.485,96.485,78.0
2006-02-13T17:00:00Z,96.475,96.475,96.475,96.475,6.0
2006-02-17T10:00:00Z,96.505,96.505,96.505,96.505,2.0
2006-02-20T15:15:00Z,96.54,96.54,96.54,96.54,12.0
2006-02-21T09:45:00Z,96.55,96.55,96.55,96.55,4.0
2006-02-21T15:30:00Z,96.535,96.535,96.535,96.535,20.0
2006-02-22T13:00:00Z,96.535,96.535,96.535,96.535,8.0
2006-02-22T15:45:00Z,96.535,96.535,96.525,96.535,16.0
2006-02-22T16:15:00Z,96.555,96.555,96.555,96.555,4.0
2006-02-23T09:30:00Z,96.52,96.52,96.52,96.52,14.0
2006-02-24T08:30:00Z,96.485,96.485,96.485,96.485,8.0
2006-02-24T14:30:00Z,96.49,96.49,96.49,96.49,100.0
2006-02-24T14:45:00Z,96.49,96.49,96.49,96.49,50.0
2006-02-24T15:00:00Z,96.475,96.475,96.475,96.475,60.0
2006-02-27T11:45:00Z,96.455,96.455,96.455,96.455,130.0
2006-03-03T13:15:00Z,96.37,96.37,96.37,96.37,100.0
2006-03-03T15:00:00Z,96.345,96.345,96.34,96.34,49.0
2006-03-03T17:00:00Z,96.34,96.34,96.34,96.34,4.0
2006-03-08T08:00:00Z,96.35,96.35,96.35,96.35,170.0
2006-03-08T08:15:00Z,96.35,96.35,96.35,96.35,1.0
2006-03-08T09:30:00Z,96.34,96.34,96.34,96.34,100.0
2006-03-10T08:45:00Z,96.315,96.315,96.31,96.31,400.0
2006-03-13T08:00:00Z,96.27,96.27,96.27,96.27,2112.0
2006-03-13T10:00:00Z,96.245,96.245,96.245,96.245,44.0
2006-03-14T10:30:00Z,96.265,96.265,96.265,96.265,42.0
2006-03-14T14:30:00Z,96.26,96.26,96.26,96.26,3.0
2006-03-15T10:45:00Z,96.265,96.265,96.265,96.265,20.0
2006-03-15T11:00:00Z,96.265,96.265,96.265,96.265,20.0
2006-03-15T11:45:00Z,96.265,96.265,96.265,96.265,40.0
2006-03-15T12:45:00Z,96.265,96.265,96.265,96.265,110.0
2006-03-15T13:30:00Z,96.255,96.255,96.255,96.255,80.0
2006-03-22T13:15:00Z,96.265,96.265,96.265,96.265,118.0
2006-03-23T12:00:00Z,96.315,96.315,96.315,96.315,16.0
2006-03-23T15:45:00Z,96.3,96.3,96.3,96.3,80.0
2006-03-23T16:45:00Z,96.29,96.29,96.29,96.29,40.0
2006-03-24T07:45:00Z,96.27,96.27,96.27,96.27,4.0
2006-03-24T14:00:00Z,96.28,96.28,96.28,96.28,120.0
2006-03-28T15:00:00Z,96.21,96.21,96.21,96.21,40.0
2006-03-29T10:00:00Z,96.16,96.16,96.16,96.16,120.0
2006-03-29T10:45:00Z,96.165,96.165,96.165,96.165,2.0
2006-03-29T11:15:00Z,96.165,96.165,96.165,96.165,40.0
2006-03-29T14:30:00Z,96.165,96.165,96.165,96.165,8.0
2006-03-29T16:00:00Z,96.17,96.17,96.17,96.17,30.0
2006-03-31T17:30:00Z,96.09,96.09,96.09,96.09,284.0
2006-04-03T11:30:00Z,96.085,96.085,96.085,96.085,103.0
2006-04-03T12:15:00Z,96.045,96.045,96.045,96.045,3.0
2006-04-04T11:00:00Z,96.045,96.045,96.045,96.045,100.0
2006-04-06T16:45:00Z,96.025,96.025,96.025,96.025,938.0
2006-04-07T16:45:00Z,96.0,96.0,96.0,96.0,800.0
2006-04-11T15:15:00Z,96.01,96.01,95.97,95.97,538.0
2006-04-11T15:45:00Z,95.98,95.98,95.98,95.98,200.0
2006-04-12T06:15:00Z,96.025,96.025,96.025,96.025,200.0
2006-04-12T06:30:00Z,96.025,96.025,96.025,96.025,200.0
2006-04-12T09:15:00Z,96.015,96.015,96.015,96.015,292.0
2006-04-12T09:30:00Z,96.01,96.01,96.01,96.01,222.0
2006-04-12T15:00:00Z,96.005,96.005,96.005,96.005,8.0
2006-04-13T12:30:00Z,95.91,95.94,95.91,95.935,36.0
2006-04-13T13:15:00Z,95.92,95.92,95.92,95.92,18.0
2006-04-13T15:00:00Z,95.9,95.9,95.9,95.9,2.0
2006-04-18T08:00:00Z,95.925,95.925,95.915,95.915,16.0
2006-04-18T10:45:00Z,95.935,95.935,95.935,95.935,1028.0
2006-04-18T14:45:00Z,95.93,95.93,95.93,95.93,10.0
2006-04-18T15:15:00Z,95.915,95.92,95.915,95.92,8.0
2006-04-19T09:00:00Z,96.0,96.0,95.975,95.975,202.0
2006-04-19T14:00:00Z,95.955,95.955,95.955,95.955,2.0
2006-04-19T14:45:00Z,95.93,95.93,95.93,95.93,20.0
2006-04-20T08:00:00Z,95.965,95.965,95.965,95.965,200.0
2006-04-20T09:15:00Z,95.96,95.96,95.96,95.96,200.0
2006-04-20T15:00:00Z,95.965,95.965,95.965,95.965,3.0
2006-04-20T16:15:00Z,95.975,95.975,95.975,95.975,200.0
2006-04-24T09:15:00Z,95.985,95.985,95.985,95.985,8.0
2006-04-24T16:00:00Z,95.94,95.94,95.94,95.94,200.0
2006-04-25T07:30:00Z,95.965,95.965,95.965,95.965,200.0
2006-04-25T07:45:00Z,95.96,95.96,95.96,95.96,200.0
2006-04-25T09:15:00Z,95.895,95.895,95.895,95.895,200.0
2006-04-26T09:30:00Z,95.88,95.88,95.88,95.88,60.0
2006-04-26T09:45:00Z,95.9,95.9,95.9,95.9,200.0
2006-04-26T10:00:00Z,95.9,95.9,95.9,95.9,100.0
2006-04-26T15:00:00Z,95.895,95.895,95.895,95.895,200.0
2006-05-02T12:45:00Z,95.92,95.92,95.92,95.92,331.0
2006-05-02T14:00:00Z,95.915,95.915,95.915,95.915,494.0
2006-05-03T13:00:00Z,95.915,95.915,95.915,95.915,200.0
2006-05-03T13:30:00Z,95.915,95.915,95.915,95.915,10.0
